rid,pattern_id,pattern_name,category_id,role,confidence,review_status,assignment_method,evidence_location,evidence_quote,system_id,source_batch,taxonomy_version
3345,pat-087,Dual Artifact Presentation Modes,U09,central,medium,verified,imported,fig 1,Sketch and prompt-guided system.,3345,include-b,v1.1
3346,pat-059,Inferred User State Driven Adaptation,U01,central,high,verified,imported,abstract,"This design, utilizes “condition” as the core to describe tasks, dynamically match user interactions with intentions, and empower generations of various tailored multi-modal AI responses.",3346,include-b,v1.1
3346,pat-060,Multimodal Input,U04,central,high,verified,imported,system sec 3.1,"consider a VR shopping scenario with the user requesting, “Which one is cheaper? (pointing at: item A, item B)”",3346,include-b,v1.1
3352,pat-032,Source Conditioned Generation,U01,present,medium,verified,imported,fig 2,“BACKSTORY” and “ATTRIBUTES” refer to Character Description fields (Figure 1).,charactermeet,include,v1.1
3352,pat-043,Embodied Avatar,U04,central,high,verified,imported,fig 1,CharacterMeet is a chatbot avatar system aimed at inspiring the entire character construction process (ideating and writing about a character) by allowing writers to converse with their characters.,charactermeet,include,v1.1
3352,pat-060,Multimodal Input,U04,present,medium,verified,imported,fig 1,The user can converse with their character through voice or text,charactermeet,include,v1.1
3352,pat-089,Chat Panels,U09,present,medium,verified,imported,fig 1,"The figure shows the Conversation View, which the user opens the software to.",charactermeet,include,v1.1
3352,pat-094,Artifact as Interlocutor,U10,central,high,verified,imported,abstract,we explore how conversation with chatbot avatars embodying characters powered by more recent technologies could support the entire character construction process for creative writing,charactermeet,include,v1.1
3371,pat-002,Candidate Gallery,U05,central,high,verified,imported,abstract,Infuencer ofers a multi-dimensional recommendation system for ideation through example-based image and caption suggestions.,influencer,include,v1.1
3371,pat-017,Staged Pipeline,U08,central,high,verified,imported,system sec 4,"we developed Infuencer, an interactive, AI-empowered, and canvas-based tool that helps design novices in four main steps of promotional post design (i.e., ideation, context-aware exploration, customization, and post generation), all through a set of simple interactive blocks (Figure 2)",influencer,include,v1.1
3371,pat-021,Localized Tweaking Support,U06,present,medium,verified,imported,system sec 4,"which consists of fve parts: (1) Caption Recommendation, (2) Image Recommendation, (3) Context-Aware Exploration Mechanism, (4) Flexible Fusion Mechanism, and (5) Image Regenerate and Mast Edit Module",influencer,include,v1.1
3371,pat-022,Artifact Derived Controls,U01,present,medium,verified,imported,system sec 4,"In particular, as shown in Figure 4, users’ material (image and caption) searching process is supported through related concepts based on their search input.",influencer,include,v1.1
3371,pat-035,Atomic AI Action Menu,U01,present,medium,verified,imported,system sec 4,"After identifying an image or caption of interest, users can further explore the recommendation images based on three features: storytelling, color, and object, and explore the recommendation captions in three contexts: product, activity, and advertisement (R1).",influencer,include,v1.1
3371,pat-039,Spatial Canvas,U01,present,medium,verified,imported,fig 2,Infuencer provides three basic types of interactive blocks on its mind-map canvas.,influencer,include,v1.1
3371,pat-041,Pick and Combine,U05,central,high,verified,imported,fig 2,Clicking Create Post produces (C) a blank post block that can fuse selected images and captions.,influencer,include,v1.1
3386,pat-004,Side-by-Side Comparison,U05,present,medium,verified,imported,fig 3,Improvements after VTA’s Review and the Instructors’ Feedback (Data from L3): a) Stroke before review/feedback; b) Stroke after review/feedback,3386,include-b,v1.1
3386,pat-011,Live Activity Output Synchronization,U02,central,medium,verified,imported,abstract,"This tool integrates multimodal instructions that convey precise data, such as stroke patterns and pressure control, while providing real-time feedback for learners and summarizing their performance for instructors.",3386,include-b,v1.1
3386,pat-047,Role Asymmetric Views,U10,present,low,needs_review,imported,system sec 3.1,"Additionally, to ensure that the instructors understand their learnin…",3386,include-b,v1.1
3386,pat-048,Simulated Counterparts,U10,central,high,verified,imported,system sec 3.1,To address C2: the system should integrate an LLM-powered teaching assistant to provide the learners with real-time feedback when the learners were not available.,3386,include-b,v1.1
3386,pat-060,Multimodal Input,U04,present,medium,verified,imported,fig 2,The Multi-modal Remote Learning System for Massage Consists of Four Major Components: 1) POV Video Recording: records the instructions and learners’ performance,3386,include-b,v1.1
3388,pat-018,Addressable Segments,U06,present,medium,verified,imported,abstract,"Once users finish editing the style of a selected character, they can propagate it to the remaining characters and further refine them as needed.",fontcraft,include,v1.1
3388,pat-019,Propose-Critique-Revise Iterative Refinement,U06,present,medium,verified,imported,system sec 3.2,This interactive feedback loop allows users to iteratively refine their font choices based on visual aesthetics.,fontcraft,include,v1.1
3388,pat-027,Specification by Demonstration,U01,central,medium,verified,imported,fig 2,They can also input multimodal references using (b) the multimodal input area.,fontcraft,include,v1.1
3388,pat-034,Artifact Generation Property Controls,U01,central,high,verified,imported,system sec 3.2.1,The slider enables users to explore the one-dimensional latent subspace determined by either Bayesian optimization or multimodal reference inputs (see Section 4.4).,fontcraft,include,v1.1
3388,pat-060,Multimodal Input,U04,central,high,verified,imported,fig 1,"(a) Users input multimodal data (text, images, font files) to construct a new search subspace.",fontcraft,include,v1.1
3388,pat-076,Perceptible Rendering,U04,present,medium,verified,imported,system sec 3.1,The font generative model generates the bitmap representation of characters from latent variables (see Section 4.1).,fontcraft,include,v1.1
3388,pat-080,Revisitable History,U08,central,high,verified,imported,abstract,"Moreover, FontCraft allows users to revisit previous designs, retracting their earlier choices in the preferential Bayesian optimization process.",fontcraft,include,v1.1
3388,pat-086,Fixed Functional Panel Layout,U09,central,high,verified,imported,system sec 3.2,"As shown in Figure 2, our UI contains the character design area, the multimodal input area, the character collection area, and the history area.",fontcraft,include,v1.1
3392,pat-005,Branching Exploration,U05,present,medium,verified,imported,fig 2,The matrix can be traversed in any order as long as the Idea comes before the Grounding for each dimension.,dynex,include,v1.1
3392,pat-010,Prefilled Editable Templates,U06,present,medium,verified,imported,fig 3,The user can directly modify the code output,dynex,include,v1.1
3392,pat-017,Staged Pipeline,U08,central,high,verified,imported,system sec 3,"The system has 2 stages: (1) Design Exploration through the Design Matrix, where the system helps the user identify the person, approach, and interaction paradigm of the application.",dynex,include,v1.1
3392,pat-023,Goal Decomposition,U08,central,high,verified,imported,abstract,"Code is generated sequentially, and users can test and approve each step before moving onto the next.",dynex,include,v1.1
3392,pat-024,Program-as-Output,U06,central,high,verified,imported,system sec 3,The output is a functional React application that addresses the user’s problem.,dynex,include,v1.1
3392,pat-028,Plan Preview,U07,central,high,verified,imported,fig 3,The system first decomposes the project into steps that are modifiable by the user.,dynex,include,v1.1
3392,pat-033,Output Templates,U03,central,medium,verified,imported,fig 2,"The Design Matrix: There are three columns for the Person, Approach, and Interaction dimensions. There are two rows for the levels of specificity: Idea and Grounding.",dynex,include,v1.1
3398,pat-002,Candidate Gallery,U05,central,high,verified,imported,abstract,"we propose an AI-copiloted augmented reality (AR) system, GazeNoter, to allow users to swiftly select diverse LLM-generated suggestions via gaze on an AR headset for real-time note-taking",gazenoter,include,v1.1
3398,pat-011,Live Activity Output Synchronization,U02,central,high,verified,imported,system sec 3.1,"DC1. Real-Time System. In speech-based activities, e.g., speeches or discussions, taking notes for critical information, the essence of discourses, questions or opinions should be in a short period for the upcoming interactive Q&A sessions or discussions.",gazenoter,include,v1.1
3398,pat-017,Staged Pipeline,U08,central,medium,verified,imported,fig 3,"(a) GazeNoter extracts context keywords from the latest sentence of the speech. (b) Once the user selects a context keyword, “city”, the pre-defined customized keywords are shown, and 3 candidate sentences are generated based on the contex…",gazenoter,include,v1.1
3398,pat-022,Artifact Derived Controls,U01,central,high,verified,imported,fig 1,"(b) Extracted context keywords from the latest sentence of the speech. (c) Users could select context and customized keywords, and candidate sentenc…",gazenoter,include,v1.1
3398,pat-060,Multimodal Input,U04,present,medium,verified,imported,fig 1,Users swiftly select LLM-generated suggestions via gaze on an AR headset with a ring for real-time note-taking in GazeNoter.,gazenoter,include,v1.1
3405,pat-001,Linked Views,U07,central,high,verified,imported,fig 1,"GistVis also connects the word-scale visualizations and related entities in text snippets, allowing users to explore …",gistvis,include,v1.1
3405,pat-033,Output Templates,U03,central,high,verified,imported,fig 2,"Each element in data specification consists a fourtuple, space ❶, breakdown ❷, feature ❸ and value ❹.",gistvis,include,v1.1
3405,pat-076,Perceptible Rendering,U04,central,medium,verified,imported,fig 3,"Visualizer (M4) maps the captured insight into interactive visualizations, populated in …",gistvis,include,v1.1
3405,pat-088,AI Panels for Host Application,U09,central,high,verified,imported,fig 1,GistVis enables automatic generation of word-scale visualizations from data-rich documents.,gistvis,include,v1.1
3409,pat-032,Source Conditioned Generation,U01,central,high,verified,imported,fig 1,"By leveraging GAI, IEDS frst interprets design intentions from designers’ physical design representations and textual requirements, then refnes them …",ieds,include-b,v1.1
3409,pat-049,Space Registered Overlay,U04,central,high,verified,imported,abstract,"Within IEDS, designers can interact with the physical prototypes intuitively, while GAI refnes these into virtual forms that can be embedded in the physical world through AR technology.",ieds,include-b,v1.1
3409,pat-061,Tangible Interaction,U04,central,high,verified,imported,fig 1,"In IEDS, designers can simultaneously view and interact with both physical and virtual prototypes in a natural and intuitive manner.",ieds,include-b,v1.1
3409,pat-087,Dual Artifact Presentation Modes,U09,central,medium,verified,imported,abstract,"Subsequently, we designed and implemented three GAI+AR tools, GAI + Head-mounted Display (HMD), GAI + Handheld Display (HHD), and GAI + Spatial Augmented Reality (SAR), based on three AR approaches in IEDS to practically examine the benefts and challenges of these interaction modes across industrial conceptual design tasks.",ieds,include-b,v1.1
3414,pat-002,Candidate Gallery,U05,central,high,verified,imported,fig 1,"On the parent’s turn, the system displays guide messages and example utterances that the parent can refer to when responding to the chi…",aacesstalk,include,v1.1
3414,pat-011,Live Activity Output Synchronization,U02,present,medium,verified,imported,system sec 4.1,"Considering the parents’ needs for immediately applicable conversation guides, we designed two types of context-aware guidance based on the formative interviews with experts on general principles of parental g…",aacesstalk,include,v1.1
3414,pat-016,Structured Dialogue Flow,U08,central,high,verified,imported,system sec 4.1,"Finally, a shared turn pass button (Figure 1, bottom) serves as a turn-switching signal, reinforcing the concept of turn-taking in a tangible way.",aacesstalk,include,v1.1
3414,pat-017,Staged Pipeline,U08,present,medium,verified,imported,fig 3,"○ ‘Plan’ (Blue) or ‘Recall’ (Green) topics immediately begins the conversation, while ‘Interest’ (Orange) presents a pop-up a ○ with the child’s pre-uploaded interests for further selection.",aacesstalk,include,v1.1
3414,pat-045,Multiparty Hub and Spoke,U10,central,high,verified,imported,system sec 4.1,we set the system on a tablet device so that both the parent and child can visually track the conversation while jointly focusing on the screen,aacesstalk,include,v1.1
3414,pat-047,Role Asymmetric Views,U10,central,high,verified,imported,abstract,"AACessTalk provides real-time guides to the parent to engage the child in conversation and, in turn, recommends contextual vocabulary cards to the child.",aacesstalk,include,v1.1
3414,pat-061,Tangible Interaction,U04,present,medium,verified,imported,fig 1,"AACessTalk shapes a turn-taking conversation, and the button is used to switch turns.",aacesstalk,include,v1.1
3426,pat-010,Prefilled Editable Templates,U06,present,medium,verified,imported,system sec 4.1,"DHH users can use the tool to (1) create lyrics and music through prompt-based music GenAI, (2) understand the music created, and (3) edit the music through alternative senses (Figure 3A).",3426,include-b,v1.1
3426,pat-063,Multimodal Output,U04,central,high,verified,imported,abstract,"This tool enables DHH users to create and edit music independently through language interaction with music GenAI, supported by integrated visual and tactile feedback.",3426,include-b,v1.1
3426,pat-076,Perceptible Rendering,U04,central,medium,verified,imported,fig 2,"In (B), the output is converted into visual and tactile feedback, which they can then modify the generated music.",3426,include-b,v1.1
3426,pat-086,Fixed Functional Panel Layout,U09,central,high,verified,imported,fig 3,"The interface consists of three main components: a music generation interface (a), a converter that transforms AI-generated music into visual and tactile feedback (b), and a visual interface (c) on the right for editing musical elements at specific time …",3426,include-b,v1.1
3429,pat-005,Branching Exploration,U05,central,high,verified,imported,abstract,for exploring granular and non-linear micro-prompting interactions for Human-GenAI co-creation workflows,3429,include,v1.1
3429,pat-010,Prefilled Editable Templates,U06,central,high,verified,imported,fig 1,(5) A user-editable outline and slide deck are generated grounded in all selected tags.,3429,include,v1.1
3429,pat-022,Artifact Derived Controls,U01,central,high,verified,imported,fig 1,"Users can steer slide generation with (1) keywordbased concept tags by (2) adding them directly, (3) choosing from suggestions, or (4) adding existing content.",3429,include,v1.1
3429,pat-034,Artifact Generation Property Controls,U01,present,medium,verified,imported,fig 11,Examples of steering GenAI slide generation with Intent Tags: (A) Influencing the detail level of the displayed information,3429,include,v1.1
3429,pat-039,Spatial Canvas,U01,central,high,verified,imported,fig 2,(Left window) A user creates a slide presentation using the Slide Deck Steering Canvas with (1) active tags in the three circular tag groups surrounded by (2) inactive system-suggested tags.,3429,include,v1.1
3429,pat-095,Manual Fallback Editing,U06,present,medium,verified,imported,fig 11,Including Images and Slide Deck Templates Users can drag external images onto the canvas to includ,3429,include,v1.1
3431,pat-009,Proactive Support,U02,central,high,verified,imported,abstract,"This integration enables D-Twins to rapidly recognize boredom and initiate personalized interventions, which users perceive as highly empathetic, turning boring environments into engaging experiences.",dtwins,include,v1.1
3431,pat-032,Source Conditioned Generation,U01,central,high,verified,imported,abstract,"Initially, we collected users’ natural language expressions to capture their unique characteristics.",dtwins,include,v1.1
3431,pat-042,Persona Assigned to Agents,U10,central,high,verified,imported,abstract,"We design ""D-Twins"" (Digital Twins), an LLM-based affective AI agent that embodies each user’s emotional reactions and personality traits, presenting a real-time, authentic reflection of the user.",dtwins,include,v1.1
3431,pat-059,Inferred User State Driven Adaptation,U01,central,high,verified,imported,fig 5,"Based on the classification result, D-Twins initiates conversations as interventions",dtwins,include,v1.1
3436,pat-033,Output Templates,U03,present,medium,verified,imported,fig 2,The articles consisted of a total of 21 samples ((6 bias types + 1 unbiased) × 3 categories = 21 samples).,biassist,include,v1.1
3436,pat-053,Artifact Flagging and Annotations,U07,central,high,verified,imported,fig 3,Interface and Interaction. (1) Structure of UI; (2) BIASsist Toggle Switch; (3) Hovering;,biassist,include,v1.1
3442,pat-004,Side-by-Side Comparison,U05,central,medium,verified,imported,fig 2,"A screenshot of the second reading task in the survey, in which the original paragraph appears on the left, and the (metaphorical) alternative explanation is displayed adjacently on the right.",3442,include-b,v1.1
3456,pat-042,Persona Assigned to Agents,U10,central,high,verified,imported,system sec 4,The prompt asks the LLM to generate a response as a seasoned female gynecologist and obstetrician from India with over 25 years of expertise (see Table 9 in Appendix for the detailed prompt).,3456,include-b,v1.1
3456,pat-063,Multimodal Output,U04,central,high,verified,imported,system sec 4,"In addition to receiving responses to questions as text, users could choose the text-to-speech button to listen to an audio recording of the text.",3456,include-b,v1.1
3456,pat-089,Chat Panels,U09,central,high,verified,imported,fig 2,Chatbot Interface on Mobile Web Platform. The fgure presents a greeting in Hinglish and an explanation of what the chatbot is capable of.,3456,include-b,v1.1
3465,pat-028,Plan Preview,U07,present,medium,verified,imported,fig 3,(3) if the area that the AI is going to modify is highlighted or not.,3465,include-b,v1.1
3465,pat-043,Embodied Avatar,U04,central,high,verified,imported,abstract,"Inspired by human-to-human collaboration, we focus on three representation modes: the presence of an embodied avatar, whether the AI’s contributions are visualized immediately or incrementally, and whether the areas modified are highlighted in advance.",3465,include-b,v1.1
3465,pat-087,Dual Artifact Presentation Modes,U09,central,medium,verified,imported,fig 3,(2) whether the AI’s contributions are shown immediately or build up incrementally,3465,include-b,v1.1
3465,pat-091,In-Situ Agent Presence,U09,central,high,verified,imported,fig 2,"(b) embodied, incremental, highlighted AI adds a new element to the selected position (c) the user paints elements using the palette, (d) AI adds another (creative) element to the chair (e) and modifies the previous addit…",3465,include-b,v1.1
3467,pat-015,Question-Driven Elicitation,U01,present,medium,verified,imported,system sec 3,"Users are frst greeted by a voice (”AI Conversationalist”), which guides them through the experience and asks them to imagine or describe a place, such as a forest or beach.",sonora,include,v1.1
3467,pat-018,Addressable Segments,U06,present,medium,verified,imported,fig 2,"On the left, the user provides a prompt such as ""add someone humming"" or ""remove the dog barking,"" which the AI Conversation…",sonora,include,v1.1
3467,pat-019,Propose-Critique-Revise Iterative Refinement,U06,central,high,verified,imported,system sec 3,"At any point, users have the option to add or remove individual sounds, such as birds chirping or waves crashing, by simply speaking to the AI.",sonora,include,v1.1
3467,pat-062,Voice Interaction,U04,central,high,verified,imported,abstract,allowing users to navigate immersive auditory environments and customize soundscapes using voice commands,sonora,include,v1.1
3474,pat-033,Output Templates,U03,present,medium,verified,imported,fig 3,Example of configuration generation for a personalized podcast. A given configuration format is modified to fit the user profile.,paige,include-b,v1.1
3474,pat-087,Dual Artifact Presentation Modes,U09,central,medium,verified,imported,abstract,"We conducted a 3x3 user study with 180 college students in the United States, comparing traditional textbook reading with both generalized and personalized AI-generated podcasts across three textbook subjects.",paige,include-b,v1.1
3483,pat-017,Staged Pipeline,U08,central,high,verified,imported,system sec 3,"LumaDreams is an innovative mobile application that leverages multiple machine learning models to enable users to journal, visualize, transform, and reflect on their dreams.",lumadreams,include,v1.1
3483,pat-040,Sketch-Based Input,U01,central,high,verified,imported,abstract,"Informed by meaning-making theories, LumaDreams enables users to journal dreams through sketches and text, which are then transformed into positive images and stories for users to revisit and reflect on.",lumadreams,include,v1.1
3483,pat-060,Multimodal Input,U04,central,medium,verified,imported,fig 2,The (a) canvas and (b) text fields for users to journal dreams.,lumadreams,include,v1.1
3486,pat-009,Proactive Support,U02,present,medium,verified,imported,abstract,AI systems can be designed to improve meeting inclusion at scale by moderating negative meeting behaviors and supporting meeting leaders.,3486,include,v1.1
3486,pat-015,Question-Driven Elicitation,U01,central,high,verified,imported,abstract,participants wanted AI agents to ask questions before intervening,3486,include,v1.1
3486,pat-016,Structured Dialogue Flow,U08,central,medium,verified,imported,fig 3,"The “Observe, Ask, Intervene” (OAI) framework around which we designed our system, and the corresponding key premises about users we sought to test in each phase of the framework.",3486,include,v1.1
3486,pat-045,Multiparty Hub and Spoke,U10,central,medium,verified,imported,abstract,we derive guidelines for designing AI agents to influence behavior and mediate group work,3486,include,v1.1
3486,pat-047,Role Asymmetric Views,U10,present,medium,verified,imported,fig 3,These premises bear on the feasibility of our two major design insights: proactively soliciting feedback and intervening gently/privately.,3486,include,v1.1
3495,pat-017,Staged Pipeline,U08,present,medium,verified,imported,fig 2,"Afterward, they use the toggle switches below the video to select personas, such as film characters, filmmakers, or audiences, with whom they wish to converse.",3495,include,v1.1
3495,pat-042,Persona Assigned to Agents,U10,central,high,verified,imported,abstract,a multi-agent conversational system where users interact with LLM-based agents embodying diverse film-related personas,3495,include,v1.1
3495,pat-045,Multiparty Hub and Spoke,U10,present,medium,verified,imported,fig 3,"In this area, participants engage in interactions with the personas they previously selected.",3495,include,v1.1
3495,pat-048,Simulated Counterparts,U10,central,medium,verified,imported,intro,"Traditionally, these conversations take place in person—within homes, theaters, or social gatherings—but they are constrained by the need for physical presence and the availability of discussion partners.",3495,include,v1.1
3495,pat-086,Fixed Functional Panel Layout,U09,present,medium,verified,imported,system sec 3,The system consists of two primary components: a Film Viewing Area and an Interactive Dialogue Space.,3495,include,v1.1
3495,pat-089,Chat Panels,U09,present,medium,verified,imported,system sec 3,"The interactive dialogue space, shown in Figure 3, enables conversations between users and the selected agents.",3495,include,v1.1
3502,pat-018,Addressable Segments,U06,central,high,verified,imported,system sec 3,GenPara introduced three core tools aimed at enhancing the 3D design process: text-conditional part-level editing (T1),genpara,include,v1.1
3502,pat-022,Artifact Derived Controls,U01,central,medium,verified,imported,fig 3,"The system generates adjective suggestions based on the prompt history of the user, such as “ergonomic,” “organic,” and “angular.”",genpara,include,v1.1
3502,pat-037,Unit Visualization Views,U07,central,high,verified,imported,system sec 3,visualization of the design space to understand the distribution of design parameters (T2),genpara,include,v1.1
3502,pat-080,Revisitable History,U08,central,medium,verified,imported,system sec 3,a hierarchical visualization capturing the design evolution of generated outputs (T3),genpara,include,v1.1
3502,pat-086,Fixed Functional Panel Layout,U09,present,medium,verified,imported,fig 2,"Designers generate initial chair concepts by providing text prompts (a1), supported by aligned and diversified adjectives (a2), in the Input Box (a).",genpara,include,v1.1
3502,pat-092,Natural-Language Control,U01,central,medium,verified,imported,fig 3,Users can generate chair designs via text by Input Box.,genpara,include,v1.1
3508,pat-002,Candidate Gallery,U05,present,medium,verified,imported,system sec 3,• DG1: Recommend UX metrics relevant to a project;,evalignux,include,v1.1
3508,pat-015,Question-Driven Elicitation,U01,present,medium,verified,imported,fig 1,"After the user provides 1) a project description, 2) an initial evaluation plan, and 3) expected outcomes, they can utilize five key features",evalignux,include,v1.1
3508,pat-017,Staged Pipeline,U08,present,medium,verified,imported,system sec 3,"we began with an initial process of developing a UX evaluation plan, e.g., proposing a research topic, identifying relevant UX metrics for evaluation, and framing the expected research contribution",evalignux,include,v1.1
3508,pat-086,Fixed Functional Panel Layout,U09,central,high,verified,imported,fig 1,"EvAlignUX comprises three main panels, each powered by large language models (LLMs): the project IDEATION Panel (left), the METRICS EXPLORER Panel (center), and the IMPACT AND RISK Panel (right).",evalignux,include,v1.1
3512,pat-010,Prefilled Editable Templates,U06,present,medium,verified,imported,abstract,"Users modify this graph to defne new task goals, and TaskMind executes the graph to dynamically generalize new parameters for operations, with the integration of Large Language Models (LLMs).",3512,include,v1.1
3512,pat-025,Interpretation Readback,U07,central,high,verified,imported,abstract,"We propose TaskMind, a system that automatically identifes the semantics of operations, and the cognitive dependencies between operations from demonstrations, building a user-interpretable task graph.",3512,include,v1.1
3512,pat-027,Specification by Demonstration,U01,central,high,verified,imported,fig 1,"In the demonstration phase, the user interacts with the GUI to search for and summarize a keyword’s introduction.",3512,include,v1.1
3512,pat-028,Plan Preview,U07,central,high,verified,imported,fig 2,"(c) confrm or modify the task graph, (d) save and execute the task graph",3512,include,v1.1
3518,pat-033,Output Templates,U03,present,low,needs_review,imported,fig 3,The framework of the proposed card deck.,icard,include-b,v1.1
3518,pat-035,Atomic AI Action Menu,U01,central,medium,verified,imported,abstract,"Accordingly, we developed the intelligent design method card deck, I-Card, which integrates generative AI to provide applicable design methods, design knowledge and data support, and interactive and dynamic support.",icard,include-b,v1.1
3518,pat-093,Familiar-Object Metaphor,U01,present,medium,verified,imported,abstract,A design method card deck helps designers understand and provoke thinking by presenting each method in a simple format and allow designers to switch between methods seamlessly by maintaining the same simple format across the deck.,icard,include-b,v1.1
3524,pat-018,Addressable Segments,U06,central,high,verified,imported,system sec 3,"A layer is a discrete, modular content unit within the writing workspace designed to encapsulate specifc elements of the writing or organizational process.",scriptshift,include,v1.1
3524,pat-039,Spatial Canvas,U01,present,medium,verified,imported,fig 1,(B) Shifting allows writers to reorganize layers and combine them to see what the fnal document looks like.,scriptshift,include,v1.1
3524,pat-086,Fixed Functional Panel Layout,U09,present,medium,verified,imported,fig 2,"(a) Zoomable, scrollable writing workspace, (b) workspace level operations, (c) a text layer with layer toolbar on top, and (d) the compiled document viewer.",scriptshift,include,v1.1
3524,pat-090,On-Demand Suggestion,U02,central,high,verified,imported,fig 1,(A) Scripting enables users to query several specialized Writer’s Friends inline.,scriptshift,include,v1.1
3524,pat-093,Familiar-Object Metaphor,U01,central,high,verified,imported,system sec 3,"Here, we use the “layered” metaphor because it aligns with how individuals think, by separating, refning, and integrating complex ideas.",scriptshift,include,v1.1
3528,pat-010,Prefilled Editable Templates,U06,central,high,verified,imported,abstract,"We developed a prototype interface, PAiREd, with a learning companion robot to deliver LLM-generated educational content that can be reviewed and revised by parents.",setpaired,include,v1.1
3528,pat-034,Artifact Generation Property Controls,U01,present,medium,verified,imported,abstract,Parents can flexibly adjust their involvement in the activity by determining what they want the robot to help with.,setpaired,include,v1.1
3528,pat-043,Embodied Avatar,U04,central,high,verified,imported,abstract,AI-assisted learning companion robots are increasingly used in early education.,setpaired,include,v1.1
3528,pat-045,Multiparty Hub and Spoke,U10,central,high,verified,imported,fig 1,"We explored parental involvement scenarios using the SET activity kit, examined parents’ perceptions of AI-generated content, and analyzed their use of PAiREd for collaborating with LLM and robots to support their children’s learning.",setpaired,include,v1.1
3528,pat-047,Role Asymmetric Views,U10,central,high,verified,imported,fig 3,"The system consists of three key components: prompt instructions and data, the web application (which includes both the editor and activity interfaces), and the robot interaction module.",setpaired,include,v1.1
3528,pat-061,Tangible Interaction,U04,present,medium,verified,imported,system sec 3,"The kit consists of three primary materials: SET-banners, SETexperience banks, and SET-scenario cards1 .",setpaired,include,v1.1
3544,pat-015,Question-Driven Elicitation,U01,present,medium,verified,imported,fig 4,The box plots illustrate the distributions of the average number of Japanese characters answering each MI question for the 1-on-1 and group-chat conditions.,3544,include,v1.1
3544,pat-016,Structured Dialogue Flow,U08,central,high,verified,imported,fig 2,"peer bots first responded, after with the participant was prompted to answer. After that, the participant was prompted by one of the three bots to answer the question.",3544,include,v1.1
3544,pat-048,Simulated Counterparts,U10,central,high,verified,imported,abstract,"Drawing inspiration from the established benefits of group therapy, particularly the sense of belonging it fosters, we developed a multi-chatbot group motivational interviewing system.",3544,include,v1.1
3544,pat-087,Dual Artifact Presentation Modes,U09,present,medium,verified,imported,fig 1,"The study involved two distinct conditions for the chatbot systems. (a) The 1-on-1 condition included only the facilitator bot and the user, simulating a private counseling session.",3544,include,v1.1
3544,pat-089,Chat Panels,U09,present,medium,verified,imported,fig 2,Sample chats of the 1-on-1 and group-chat conditions.,3544,include,v1.1
3547,pat-005,Branching Exploration,U05,present,medium,verified,imported,system sec 3.1,"students had the freedom to choose the order of the learning activities, regardless of the subtopic, and to revisit activities as much as desired",3547,include,v1.1
3547,pat-009,Proactive Support,U02,present,medium,verified,imported,fig 1,allowing it to produce realtime predictions during interventions with minimal disruption to students’ learning,3547,include,v1.1
3547,pat-038,Model Internals View,U07,present,medium,verified,imported,fig 2,"The attention weights are represented through variations in color darkness, with darker colors indicating higher importance.",3547,include,v1.1
3547,pat-051,Elements for Process Disclosure,U07,central,high,verified,imported,fig 2,Screenshot of the experiment condition intervention with an attention-weighted visualization of interaction and performance data alongside the AI-predicted posttest score.,3547,include,v1.1
3547,pat-068,Withheld Answer,U03,central,high,verified,imported,system sec 3.1,"After completing a quiz, students were informed whether their answers were correct or incorrect, but correct answers for the incorrect responses were not revealed, encouraging self-guided learning.",3547,include,v1.1
3550,pat-060,Multimodal Input,U04,central,high,verified,imported,abstract,"This paper presents LifeInsight, an AI-powered assistive wearable for BLV people that uses a wearable camera, microphone and single-click interface for goal-oriented visual querying.",lifeinsight,include,v1.1
3550,pat-062,Voice Interaction,U04,central,medium,verified,imported,fig 1,"We present LifeInsight, an AI-powered assistive wearable equipped with an on-body camera, microphone, and a single-click interface for goal-oriented visual querying for blind and low vision (BLV) people.",lifeinsight,include,v1.1
3550,pat-074,Non-Readable to Natural Language Conversion,U04,present,medium,verified,imported,abstract,"LifeInsight efectively responded to visual queries, such as distinguishing between jars or identifying the status of a candle.",lifeinsight,include,v1.1
3554,pat-001,Linked Views,U07,present,medium,verified,imported,fig 3,the assistant shows user stories based on a selected frame in the prototyping tool (C1/T1),3554,include,v1.1
3554,pat-026,Unified Workspace,U09,present,medium,verified,imported,intro,"In practice, software development teams often encounter different tools that are only partially integrated [47].",3554,include,v1.1
3554,pat-032,Source Conditioned Generation,U01,central,high,verified,imported,fig 1,"Our assistant displays user stories (2) imported from collaboration tools (e.g., JIRA) for prototype designers to reference while working.",3554,include,v1.1
3554,pat-087,Dual Artifact Presentation Modes,U09,present,medium,verified,imported,fig 3,Assistant for GUI prototype designers in the control (left side) configuration and treatment (right side) configuration.,3554,include,v1.1
3554,pat-088,AI Panels for Host Application,U09,central,high,verified,imported,abstract,this paper proposes an LLM-based assistant as a Figma plug-in that bridges the gap between user stories and GUI prototyping,3554,include,v1.1
3564,pat-032,Source Conditioned Generation,U01,central,high,verified,imported,fig 1,"OmniQuery is able to answer complex personal questions (a) on individuals’ captured memories (b), such as captured photos, saved screenshots, and recorded videos.",omniquery,include,v1.1
3564,pat-033,Output Templates,U03,central,high,verified,imported,abstract,We conducted a one-month diary study to collect realistic user queries and generated a taxonomy of necessary contextual information for integrating with captured memories.,omniquery,include,v1.1
