pattern_id,pattern_name,category_id,category_name,stage,ui_ux_type,rid,title,venue,year,url,source,score,figure_order,figure_path,width,height,bytes
pat-031,Pre-Send Inspection,U07,"Explanation, Inspection & Verification",Taking in the output,UX,3606,Rescriber: Smaller-LLM-Powered User-Led Data Minimization for LLM-Based Chatbots,chi-2025,2025,https://doi.org/10.1145/3706598.3713701,candidate,3.1,1,exemplar_figures/3606/figure_2.png,1381,777,149062
pat-036,Overview-plus-Detail,U07,"Explanation, Inspection & Verification",Taking in the output,UI,3579,Malleable Overview-Detail Interfaces,chi-2025,2025,https://doi.org/10.1145/3706598.3714164,curated,4.1,1,exemplar_figures/3579/figure_2.png,668,570,157261
pat-036,Overview-plus-Detail,U07,"Explanation, Inspection & Verification",Taking in the output,UI,3579,Malleable Overview-Detail Interfaces,chi-2025,2025,https://doi.org/10.1145/3706598.3714164,curated,4.1,2,exemplar_figures/3579/figure_1.png,1402,1200,625662
pat-036,Overview-plus-Detail,U07,"Explanation, Inspection & Verification",Taking in the output,UI,13793,Meridian: A Design Framework for Malleable Overview-Detail Interfaces,uist-2025,2025,https://doi.org/10.1145/3746059.3747654,candidate,4.28,3,exemplar_figures/13793/figure_2.png,668,297,175025
pat-036,Overview-plus-Detail,U07,"Explanation, Inspection & Verification",Taking in the output,UI,13793,Meridian: A Design Framework for Malleable Overview-Detail Interfaces,uist-2025,2025,https://doi.org/10.1145/3746059.3747654,candidate,4.28,4,exemplar_figures/13793/figure_1.png,1467,1308,424336
pat-037,Unit Visualization Views,U07,"Explanation, Inspection & Verification",Taking in the output,UI,12770,ConceptViz: A Visual Analytics Approach for Exploring Concepts in Large Language Models,tvcg-2026,2026,https://doi.org/10.1109/tvcg.2025.3634806,candidate,3.85,1,exemplar_figures/12770/figure_1.png,1294,1275,551829
pat-037,Unit Visualization Views,U07,"Explanation, Inspection & Verification",Taking in the output,UI,12275,MAICO: A Visualization Design Study on AI-Assisted Music Composition,tvcg-2025,2025,https://doi.org/10.1109/tvcg.2025.3539779,curated,4.2,2,exemplar_figures/12275/figure_1.png,1261,680,552193
pat-037,Unit Visualization Views,U07,"Explanation, Inspection & Verification",Taking in the output,UI,12805,DKMap: Interactive Exploration of Vision-Language Alignment in Multimodal Embeddings via Dynamic Kernel Enhanced Projection,tvcg-2026,2026,https://doi.org/10.1109/tvcg.2025.3642641,candidate,3.95,3,exemplar_figures/12805/figure_1.png,1187,935,463403
pat-038,Model Internals View,U07,"Explanation, Inspection & Verification",Taking in the output,UI,11111,How Does Attention Work in Vision Transformers? A Visual Analytics Attempt,tvcg-2023,2023,https://doi.org/10.1109/tvcg.2023.3261935,curated,4.7,1,exemplar_figures/11111/figure_1.png,1435,820,589625
pat-038,Model Internals View,U07,"Explanation, Inspection & Verification",Taking in the output,UI,11339,AttentionViz: A Global View of Transformer Attention,tvcg-2024,2024,https://doi.org/10.1109/tvcg.2023.3327163,curated,4.4,2,exemplar_figures/11339/figure_1.png,1293,1100,554460
pat-038,Model Internals View,U07,"Explanation, Inspection & Verification",Taking in the output,UI,13184,KEditVis: A Visual Analytics System for Knowledge Editing of Large Language Models,tvcg-2026,2026,https://doi.org/10.1109/tvcg.2026.3694436,candidate,4.0,3,exemplar_figures/13184/figure_3.png,1426,733,585007
pat-038,Model Internals View,U07,"Explanation, Inspection & Verification",Taking in the output,UI,11632,Visual Explanation for Open-Domain Question Answering With BERT,tvcg-2024,2024,https://doi.org/10.1109/tvcg.2023.3243676,candidate,3.87,4,exemplar_figures/11632/figure_1.png,1368,712,558317
pat-038,Model Internals View,U07,"Explanation, Inspection & Verification",Taking in the output,UI,16818,Exploring the Hidden Layers of Image Synthesis through Material-Driven Design Workshops with Fashion and Textile Practitioners,dis-2026,2026,https://doi.org/10.1145/3800645.3813012,candidate,3.4,5,exemplar_figures/16818/figure_1.png,1402,1248,690364
pat-051,Elements for Process Disclosure,U07,"Explanation, Inspection & Verification",Taking in the output,UI,4085,Contrastive Explanations That Anticipate Human Misconceptions Can Improve Human Decision-Making Skills,chi-2025,2025,https://doi.org/10.1145/3706598.3713229,curated,4.88,1,exemplar_figures/4085/figure_1.png,1111,330,61909
pat-052,Color Coded Content,U07,"Explanation, Inspection & Verification",Taking in the output,UI,3246,An AI-Resilient Text Rendering Technique for Reading and Skimming Documents,chi-2024,2024,https://doi.org/10.1145/3613904.3642699,curated,4.85,1,exemplar_figures/3246/figure_1.png,1072,435,318874
pat-052,Color Coded Content,U07,"Explanation, Inspection & Verification",Taking in the output,UI,2937,The HaLLMark Effect: Supporting Provenance and Transparent Use of Large Language Models in Writing with Interactive Visualization,chi-2024,2024,https://doi.org/10.1145/3613904.3641895,curated,4.4,2,exemplar_figures/2937/figure_1.png,1300,1005,291832
pat-053,Artifact Flagging and Annotations,U07,"Explanation, Inspection & Verification",Taking in the output,UI,17256,Iffy-or-Not: Critically Evaluating Potential Misinformation Using Fallacy Detection and Socratic Questioning with LLMs,tochi-2026,2026,https://doi.org/10.1145/3771935,curated,4.53,1,exemplar_figures/17256/figure_1.png,1066,581,509690
pat-053,Artifact Flagging and Annotations,U07,"Explanation, Inspection & Verification",Taking in the output,UI,10419,Skeptik: A Hybrid Framework for Combating Potential Misinformation in Journalism,tiis-2026,2026,https://doi.org/10.1145/3766891,candidate,2.58,2,exemplar_figures/10419/figure_2.png,1205,704,370828
pat-054,Paired (Human-AI) Assessment,U07,"Explanation, Inspection & Verification",Taking in the output,UX,2711,Are You Really Sure? Understanding the Effects of Human Self-Confidence Calibration in AI-Assisted Decision Making,chi-2024,2024,https://doi.org/10.1145/3613904.3642671,curated,4.3,1,exemplar_figures/2711/figure_3.png,1122,267,55151
pat-054,Paired (Human-AI) Assessment,U07,"Explanation, Inspection & Verification",Taking in the output,UX,2711,Are You Really Sure? Understanding the Effects of Human Self-Confidence Calibration in AI-Assisted Decision Making,chi-2024,2024,https://doi.org/10.1145/3613904.3642671,curated,4.3,2,exemplar_figures/2711/figure_2.png,1262,550,111368
pat-054,Paired (Human-AI) Assessment,U07,"Explanation, Inspection & Verification",Taking in the output,UX,14746,"Designing for Appropriate Reliance: The Roles of AI Uncertainty Presentation, Initial User Decision, and User Demographics in AI-Assisted Decision-Making",cscw-2024,2024,https://doi.org/10.1145/3637318,candidate,4.12,3,exemplar_figures/14746/figure_3.png,1127,520,109995
pat-055,Aggregated Summary Score,U07,"Explanation, Inspection & Verification",Taking in the output,UI,8356,GPTFootprint: Increasing Consumer Awareness of the Environmental Impacts of LLMs,chiea-2025,2025,https://doi.org/10.1145/3706599.3719708,curated,2.8,1,exemplar_figures/8356/figure_1.png,1388,701,197273
pat-002,Candidate Gallery,U05,Alternatives & Comparative Exploration,Acting on the output,UI,5922,Preference-Guided Prompt Optimization for Text-to-Image Generation,chi-2026,2026,https://doi.org/10.1145/3772318.3791443,candidate,4.6,1,exemplar_figures/5922/figure_1.png,1401,1227,1211781
pat-002,Candidate Gallery,U05,Alternatives & Comparative Exploration,Acting on the output,UI,5922,Preference-Guided Prompt Optimization for Text-to-Image Generation,chi-2026,2026,https://doi.org/10.1145/3772318.3791443,candidate,4.6,2,exemplar_figures/5922/figure_4.png,1370,680,1543138
pat-002,Candidate Gallery,U05,Alternatives & Comparative Exploration,Acting on the output,UI,5922,Preference-Guided Prompt Optimization for Text-to-Image Generation,chi-2026,2026,https://doi.org/10.1145/3772318.3791443,candidate,4.6,3,exemplar_figures/5922/figure_2.png,1268,583,385556
pat-004,Side-by-Side Comparison,U05,Alternatives & Comparative Exploration,Acting on the output,UI,11975,LLM Comparator: Interactive Analysis of Side-by-Side Evaluation of Large Language Models,tvcg-2025,2025,https://doi.org/10.1109/tvcg.2024.3456354,candidate,4.27,1,exemplar_figures/11975/figure_1.png,1293,1205,606685
pat-004,Side-by-Side Comparison,U05,Alternatives & Comparative Exploration,Acting on the output,UI,13684,AbstractExplorer: Leveraging Structure-Mapping Theory to Enhance Comparative Close Reading at Scale,uist-2025,2025,https://doi.org/10.1145/3746059.3747773,candidate,4.18,2,exemplar_figures/13684/figure_1.png,1402,988,649136
pat-004,Side-by-Side Comparison,U05,Alternatives & Comparative Exploration,Acting on the output,UI,4474,VideoDiff: Human-AI Video Co-Creation with Alternatives,chi-2025,2025,https://doi.org/10.1145/3706598.3713417,curated,4.7,3,exemplar_figures/4474/figure_1.png,1402,1285,443638
pat-005,Branching Exploration,U05,Alternatives & Comparative Exploration,Acting on the output,UX,9118,Branchat: A Tree-Structured Interface for Efficient Revisitation in Long-Horizon LLM Conversations,chiea-2026,2026,https://doi.org/10.1145/3772363.3798792,curated,4.7,1,exemplar_figures/9118/figure_1.png,1402,729,356801
pat-005,Branching Exploration,U05,Alternatives & Comparative Exploration,Acting on the output,UX,5098,InspirationGraph for Progressive Design Space Exploration,chi-2026,2026,https://doi.org/10.1145/3772318.3790779,candidate,4.4,2,exemplar_figures/5098/figure_1.png,1402,1141,402424
pat-005,Branching Exploration,U05,Alternatives & Comparative Exploration,Acting on the output,UX,6239,Visualizing Tree-of-Analysis: Facilitating Conversational Visual Analytics for Novices,chi-2026,2026,https://doi.org/10.1145/3772318.3791690,candidate,4.4,3,exemplar_figures/6239/figure_1.png,1402,837,296395
pat-005,Branching Exploration,U05,Alternatives & Comparative Exploration,Acting on the output,UX,13800,AmbigChat: Interactive Hierarchical Clarification for Ambiguous Open-Domain Question Answering,uist-2025,2025,https://doi.org/10.1145/3746059.3747686,candidate,4.4,4,exemplar_figures/13800/figure_1.png,1404,1313,492767
pat-006,Multi-Model Output Comparison,U05,Alternatives & Comparative Exploration,Acting on the output,UI,2325,ChainForge: A Visual Toolkit for Prompt Engineering and LLM Hypothesis Testing,chi-2024,2024,https://doi.org/10.1145/3613904.3642016,curated,4.1,1,exemplar_figures/2325/figure_1.png,1374,708,200614
pat-006,Multi-Model Output Comparison,U05,Alternatives & Comparative Exploration,Acting on the output,UI,11975,LLM Comparator: Interactive Analysis of Side-by-Side Evaluation of Large Language Models,tvcg-2025,2025,https://doi.org/10.1109/tvcg.2024.3456354,candidate,4.05,2,exemplar_figures/11975/figure_1.png,1293,1205,606685
pat-007,Perturb-and-Compare,U05,Alternatives & Comparative Exploration,Acting on the output,UX,12842,Understanding Large Language Model Behaviors Through Interactive Counterfactual Generation and Analysis,tvcg-2026,2026,https://doi.org/10.1109/tvcg.2025.3634646,curated,4.3,1,exemplar_figures/12842/figure_1.png,1295,1320,368554
pat-007,Perturb-and-Compare,U05,Alternatives & Comparative Exploration,Acting on the output,UX,2325,ChainForge: A Visual Toolkit for Prompt Engineering and LLM Hypothesis Testing,chi-2024,2024,https://doi.org/10.1145/3613904.3642016,curated,4.15,2,exemplar_figures/2325/figure_1.png,1374,708,200614
pat-007,Perturb-and-Compare,U05,Alternatives & Comparative Exploration,Acting on the output,UX,11819,KnowledgeVIS: Interpreting Language Models by Comparing Fill-in-the-Blank Prompts,tvcg-2024,2024,https://doi.org/10.1109/tvcg.2023.3346713,candidate,4.13,3,exemplar_figures/11819/figure_1.png,1483,1025,491533
pat-007,Perturb-and-Compare,U05,Alternatives & Comparative Exploration,Acting on the output,UX,10953,Interactive and Visual Prompt Engineering for Ad-hoc Task Adaptation with Large Language Models,tvcg-2023,2023,https://doi.org/10.1109/tvcg.2022.3209479,candidate,4.03,4,exemplar_figures/10953/figure_1.png,1165,1234,408034
pat-041,Pick and Combine,U05,Alternatives & Comparative Exploration,Acting on the output,UI,7000,Investigating Semantically-enhanced Exploration of GAN Latent Space via a Digital Mood Board,chiea-2023,2023,https://doi.org/10.1145/3544549.3585740,curated,4.7,1,exemplar_figures/7000/figure_1.png,1139,1048,523192
pat-041,Pick and Combine,U05,Alternatives & Comparative Exploration,Acting on the output,UI,2658,Fashioning Creative Expertise with Generative AI: Graphical Interfaces for Design Space Exploration Better Support Ideation Than Text Prompts,chi-2024,2024,https://doi.org/10.1145/3613904.3642908,candidate,4.22,2,exemplar_figures/2658/figure_1.png,1402,644,529377
pat-041,Pick and Combine,U05,Alternatives & Comparative Exploration,Acting on the output,UI,13630,ShoeGenAI: A Creativity Support Tool Bridging Design Intention and Feasibility in Shoe Design,uist-2025,2025,https://doi.org/10.1145/3746059.3747691,candidate,3.8,3,exemplar_figures/13630/figure_1.png,1402,604,356462
pat-010,Prefilled Editable Templates,U06,Artifact Editing & Revision,Acting on the output,UI,4144,ChainBuddy: An AI-assisted Agent System for Generating LLM Pipelines,chi-2025,2025,https://doi.org/10.1145/3706598.3714085,curated,4.42,1,exemplar_figures/4144/figure_2.png,1402,789,244053
pat-010,Prefilled Editable Templates,U06,Artifact Editing & Revision,Acting on the output,UI,4668,Promptimizer: User-Led Prompt Optimization for Personal Content Classification,chi-2026,2026,https://doi.org/10.1145/3772318.3790923,candidate,4.25,2,exemplar_figures/4668/figure_2.png,1262,837,268673
pat-010,Prefilled Editable Templates,U06,Artifact Editing & Revision,Acting on the output,UI,4668,Promptimizer: User-Led Prompt Optimization for Personal Content Classification,chi-2026,2026,https://doi.org/10.1145/3772318.3790923,candidate,4.25,3,exemplar_figures/4668/figure_3.png,1402,1941,880603
pat-010,Prefilled Editable Templates,U06,Artifact Editing & Revision,Acting on the output,UI,5574,PrivacyAkinator: Articulating Key Privacy Design Decisions by Answering LLM-Generated Multiple-choice Questions,chi-2026,2026,https://doi.org/10.1145/3772318.3790408,candidate,4.08,4,exemplar_figures/5574/figure_1.png,1472,1154,439520
pat-018,Addressable Segments,U06,Artifact Editing & Revision,Acting on the output,UI,13462,Beyond Text Generation: Supporting Writers with Continuous Automatic Text Summaries,uist-2022,2022,https://doi.org/10.1145/3526113.3545672,curated,4.8,1,exemplar_figures/13462/figure_1.png,1332,601,353239
pat-018,Addressable Segments,U06,Artifact Editing & Revision,Acting on the output,UI,4266,Compositional Structures as Substrates for Human-AI Co-creation Environment: A Design Approach and A Case Study,chi-2025,2025,https://doi.org/10.1145/3706598.3713401,curated,4.6,2,exemplar_figures/4266/figure_2.png,1402,681,404818
pat-018,Addressable Segments,U06,Artifact Editing & Revision,Acting on the output,UI,13585,"Cells, Generators, and Lenses: Design Framework for Object-Oriented Interaction with Large Language Models",uist-2023,2023,https://doi.org/10.1145/3586183.3606833,candidate,4.83,3,exemplar_figures/13585/figure_5.png,1332,614,150266
pat-019,Propose-Critique-Revise Iterative Refinement,U06,Artifact Editing & Revision,Acting on the output,UX,10383,I Want It That Way: Enabling Interactive Decision Support Using Large Language Models and Constraint Programming,tiis-2024,2024,https://doi.org/10.1145/3685053,curated,4.53,1,exemplar_figures/10383/figure_1.png,1096,281,92992
pat-019,Propose-Critique-Revise Iterative Refinement,U06,Artifact Editing & Revision,Acting on the output,UX,16043,Metaphorian: Leveraging Large Language Models to Support Extended Metaphor Creation for Science Writing,dis-2023,2023,https://doi.org/10.1145/3563657.3595996,curated,4.2,2,exemplar_figures/16043/figure_1.png,1402,1175,374316
pat-021,Localized Tweaking Support,U06,Artifact Editing & Revision,Acting on the output,UI,2680,DirectGPT: A Direct Manipulation Interface to Interact with Large Language Models,chi-2024,2024,https://doi.org/10.1145/3613904.3642462,curated,4.8,1,exemplar_figures/2680/figure_1.png,1402,525,92944
pat-021,Localized Tweaking Support,U06,Artifact Editing & Revision,Acting on the output,UI,2680,DirectGPT: A Direct Manipulation Interface to Interact with Large Language Models,chi-2024,2024,https://doi.org/10.1145/3613904.3642462,curated,4.8,2,exemplar_figures/2680/figure_3.png,1413,336,66598
pat-021,Localized Tweaking Support,U06,Artifact Editing & Revision,Acting on the output,UI,4884,"DesignTrace: Exploring, Iterating and Tracking Design Alternatives with GenAI",chi-2026,2026,https://doi.org/10.1145/3772318.3791036,candidate,4.02,3,exemplar_figures/4884/figure_1.png,1280,1137,558882
pat-024,Program-as-Output,U06,Artifact Editing & Revision,Acting on the output,UI,13726,Flowco: Mixed-Initiative Authoring of Reliable End-to-End Data Analyses via Dataflow Graphs and LLMs,uist-2025,2025,https://doi.org/10.1145/3746059.3747636,candidate,4.32,1,exemplar_figures/13726/figure_1.png,1402,1021,381608
pat-024,Program-as-Output,U06,Artifact Editing & Revision,Acting on the output,UI,10229,ReUseIt: Synthesizing Reusable AI Agent Workflows for Web Automation,iui-2026,2026,https://doi.org/10.1145/3742413.3789083,candidate,4.17,2,exemplar_figures/10229/figure_1.png,1402,1165,393746
pat-029,Reverse Engineered Representation,U06,Artifact Editing & Revision,Acting on the output,UI,12840,DataWink: Reusing and Adapting SVG-Based Visualization Examples with Large Multimodal Models,tvcg-2026,2026,https://doi.org/10.1109/tvcg.2025.3634635,curated,4.6,1,exemplar_figures/12840/figure_1.png,1293,868,318875
pat-029,Reverse Engineered Representation,U06,Artifact Editing & Revision,Acting on the output,UI,13794,ReSpark: Leveraging Previous Data Reports as References to Generate New Reports with LLMs,uist-2025,2025,https://doi.org/10.1145/3746059.3747644,candidate,3.85,2,exemplar_figures/13794/figure_1.png,1402,334,219665
pat-030,Two-Way Sync View,U06,Artifact Editing & Revision,Acting on the output,UI,13599,VISAR: A Human-AI Argumentative Writing Assistant with Visual Programming and Rapid Draft Prototyping,uist-2023,2023,https://doi.org/10.1145/3586183.3606800,curated,4.65,1,exemplar_figures/13599/figure_1.png,1402,883,499510
pat-030,Two-Way Sync View,U06,Artifact Editing & Revision,Acting on the output,UI,14000,The Command Line GUIde: Graphical Interfaces from Man Pages via AI,vlhcc-2025,2025,https://doi.org/10.1109/vl-hcc65237.2025.00026,curated,4.6,2,exemplar_figures/14000/figure_1.png,1428,418,202167
pat-030,Two-Way Sync View,U06,Artifact Editing & Revision,Acting on the output,UI,5384,CrossLit: Connecting Visual and Textual Sensemaking for Literature Review,chi-2026,2026,https://doi.org/10.1145/3772318.3791418,candidate,4.38,3,exemplar_figures/5384/figure_1.png,1402,1066,331826
pat-095,Manual Fallback Editing,U06,Artifact Editing & Revision,Acting on the output,UX,16923,MindTrellis: Co-Creating Knowledge Structures with AI through Interactive Visual Exploration,dis-2026,2026,https://doi.org/10.1145/3800645.3813045,curated,4.3,1,exemplar_figures/16923/figure_1.png,1402,713,577651
pat-096,Accept/Reject Controls,U06,Artifact Editing & Revision,Acting on the output,UI,6099,EcoAssist: Embedding Sustainability into AI-Assisted Frontend Development,chi-2026,2026,https://doi.org/10.1145/3772318.3791330,candidate,3.67,1,exemplar_figures/6099/figure_1.png,1402,1086,499092
pat-096,Accept/Reject Controls,U06,Artifact Editing & Revision,Acting on the output,UI,2002,Choice Over Control: How Users Write with Large Language Models using Diegetic and Non-Diegetic Prompting,chi-2023,2023,https://doi.org/10.1145/3544548.3580969,candidate,3.65,2,exemplar_figures/2002/figure_1.png,1402,418,140339
pat-097,Mid-Run Intervention,U06,Artifact Editing & Revision,Acting on the output,UX,3704,Interactive Debugging and Steering of Multi-Agent AI Systems,chi-2025,2025,https://doi.org/10.1145/3706598.3713581,curated,4.85,1,exemplar_figures/3704/figure_1.png,1262,985,240247
pat-097,Mid-Run Intervention,U06,Artifact Editing & Revision,Acting on the output,UX,13756,Morae: Proactively Pausing UI Agents for User Choices,uist-2025,2025,https://doi.org/10.1145/3746059.3747797,curated,4.8,2,exemplar_figures/13756/figure_1.png,1402,1403,692115
pat-097,Mid-Run Intervention,U06,Artifact Editing & Revision,Acting on the output,UX,10227,Interactive Reasoning: Visualizing and Controlling Chain-of-Thought Reasoning in Large Language Models,iui-2026,2026,https://doi.org/10.1145/3742413.3789091,candidate,4.85,3,exemplar_figures/10227/figure_1.png,1402,1451,511478
pat-016,Structured Dialogue Flow,U08,"Workflow, History & Session Structure",Fitting into the work,UX,6216,Orchid-Creator: An Authoring Tool Supporting LLM-Driven Interactive Narrative Creation,chi-2026,2026,https://doi.org/10.1145/3772318.3791426,curated,4.6,1,exemplar_figures/6216/figure_1.png,1402,1079,375589
pat-016,Structured Dialogue Flow,U08,"Workflow, History & Session Structure",Fitting into the work,UX,1642,DAPIE: Interactive Step-by-Step Explanatory Dialogues to Answer Children's Why and How Questions,chi-2023,2023,https://doi.org/10.1145/3544548.3581369,candidate,4.27,2,exemplar_figures/1642/figure_1.png,1262,421,177061
pat-017,Staged Pipeline,U08,"Workflow, History & Session Structure",Fitting into the work,UX,5353,Criticmate: Stagewise Human-AI Co-Critique in Single-Screen UI Evaluation,chi-2026,2026,https://doi.org/10.1145/3772318.3790929,curated,4.95,1,exemplar_figures/5353/figure_1.png,1192,491,276755
pat-023,Goal Decomposition,U08,"Workflow, History & Session Structure",Fitting into the work,UX,4436,DBox: Scaffolding Algorithmic Programming Learning through Learner-LLM Co-Decomposition,chi-2025,2025,https://doi.org/10.1145/3706598.3713748,candidate,4.05,1,exemplar_figures/4436/figure_1.png,1402,1626,457170
pat-023,Goal Decomposition,U08,"Workflow, History & Session Structure",Fitting into the work,UX,5968,Cocoa: Co-Planning and Co-Execution with AI Agents,chi-2026,2026,https://doi.org/10.1145/3772318.3791673,candidate,4.1,2,exemplar_figures/5968/figure_2.png,1402,920,459905
pat-080,Revisitable History,U08,"Workflow, History & Session Structure",Fitting into the work,UX,4884,"DesignTrace: Exploring, Iterating and Tracking Design Alternatives with GenAI",chi-2026,2026,https://doi.org/10.1145/3772318.3791036,candidate,4.47,1,exemplar_figures/4884/figure_1.png,1280,1137,558882
pat-080,Revisitable History,U08,"Workflow, History & Session Structure",Fitting into the work,UX,4816,Orality: A Semantic Canvas for Externalizing and Clarifying Thoughts with Speech,chi-2026,2026,https://doi.org/10.1145/3772318.3791713,candidate,4.38,2,exemplar_figures/4816/figure_1.png,1423,1288,371845
pat-080,Revisitable History,U08,"Workflow, History & Session Structure",Fitting into the work,UX,4816,Orality: A Semantic Canvas for Externalizing and Clarifying Thoughts with Speech,chi-2026,2026,https://doi.org/10.1145/3772318.3791713,candidate,4.38,3,exemplar_figures/4816/figure_2.png,1402,577,142102
pat-080,Revisitable History,U08,"Workflow, History & Session Structure",Fitting into the work,UX,12281,AgentLens: Visual Analysis for Agent Behaviors in LLM-Based Autonomous Systems,tvcg-2025,2025,https://doi.org/10.1109/tvcg.2024.3394053,candidate,4.32,4,exemplar_figures/12281/figure_1.png,1325,1408,712560
pat-080,Revisitable History,U08,"Workflow, History & Session Structure",Fitting into the work,UX,3857,"Data Formulator 2: Iterative Creation of Data Visualizations, with AI Transforming Data Along the Way",chi-2025,2025,https://doi.org/10.1145/3706598.3713296,candidate,4.13,5,exemplar_figures/3857/figure_2.png,1402,1004,480053
pat-026,Unified Workspace,U09,Workspace Layout & Tool Integration,Fitting into the work,UI,10261,Script2Screen: Supporting Dialogue-Centric Scriptwriting with Interactive Audiovisual Generation,iui-2026,2026,https://doi.org/10.1145/3742413.3789075,candidate,4.23,1,exemplar_figures/10261/figure_1.png,1402,1098,508060
pat-057,Companion Chat Panel,U09,Workspace Layout & Tool Integration,Fitting into the work,UI,5580,GeoVisA11y: An AI-based Geovisualization Question-Answering System for Screen-Reader Users,chi-2026,2026,https://doi.org/10.1145/3772318.3790334,curated,4.7,1,exemplar_figures/5580/figure_1.png,1402,1008,656688
pat-057,Companion Chat Panel,U09,Workspace Layout & Tool Integration,Fitting into the work,UI,5902,Helping Johnny Make Sense of Privacy Policies with LLMs,chi-2026,2026,https://doi.org/10.1145/3772318.3791465,candidate,4.32,2,exemplar_figures/5902/figure_1.png,1332,587,321133
pat-057,Companion Chat Panel,U09,Workspace Layout & Tool Integration,Fitting into the work,UI,3910,Development of an LLM-Based Chatbot to Support Learnability in Stardew Valley: A Diary Study Approach,chi-2025,2025,https://doi.org/10.1145/3706598.3713310,candidate,4.03,3,exemplar_figures/3910/figure_3.png,1274,716,1832035
pat-086,Fixed Functional Panel Layout,U09,Workspace Layout & Tool Integration,Fitting into the work,UI,3508,EvAlignUX: Advancing UX Evaluation through LLM-Supported Metrics Exploration,chi-2025,2025,https://doi.org/10.1145/3706598.3714045,candidate,4.42,1,exemplar_figures/3508/figure_1.png,1332,995,362272
pat-086,Fixed Functional Panel Layout,U09,Workspace Layout & Tool Integration,Fitting into the work,UI,3171,Marco: Supporting Business Document Workflows via Collection-Centric Information Foraging with Large Language Models,chi-2024,2024,https://doi.org/10.1145/3613904.3641969,candidate,4.35,2,exemplar_figures/3171/figure_1.png,1460,822,245577
pat-086,Fixed Functional Panel Layout,U09,Workspace Layout & Tool Integration,Fitting into the work,UI,13726,Flowco: Mixed-Initiative Authoring of Reliable End-to-End Data Analyses via Dataflow Graphs and LLMs,uist-2025,2025,https://doi.org/10.1145/3746059.3747636,candidate,4.32,3,exemplar_figures/13726/figure_1.png,1402,1021,381608
pat-087,Dual Artifact Presentation Modes,U09,Workspace Layout & Tool Integration,Fitting into the work,UI,13484,Sensecape: Enabling Multilevel Exploration and Sensemaking with Large Language Models,uist-2023,2023,https://doi.org/10.1145/3586183.3606756,candidate,4.12,1,exemplar_figures/13484/figure_6.png,1234,684,206355
pat-088,AI Panels for Host Application,U09,Workspace Layout & Tool Integration,Fitting into the work,UI,9370,"INLAY: Preemptive, In-Context Intelligence for Casual Web Browsing",chiea-2026,2026,https://doi.org/10.1145/3772363.3799065,candidate,4.13,1,exemplar_figures/9370/figure_1.png,1402,553,134823
pat-089,Chat Panels,U09,Workspace Layout & Tool Integration,Fitting into the work,UI,13702,OnGoal: Tracking and Visualizing Conversational Goals in Multi-Turn Dialogue with Large Language Models,uist-2025,2025,https://doi.org/10.1145/3746059.3747746,candidate,2.47,1,exemplar_figures/13702/figure_1.png,1700,1207,379293
pat-091,In-Situ Agent Presence,U09,Workspace Layout & Tool Integration,Fitting into the work,UI,16713,Exploring Fairy Cursor as a Form of AI Agent for In-the-Flow Assistance: Design Opportunities and Challenges,dis-2026,2026,https://doi.org/10.1145/3800645.3813082,curated,4.2,1,exemplar_figures/16713/figure_1.png,1402,1293,416930
pat-091,In-Situ Agent Presence,U09,Workspace Layout & Tool Integration,Fitting into the work,UI,3465,CreepyCoCreator? Investigating AI Representation Modes for 3D Object Co-Creation in Virtual Reality,chi-2025,2025,https://doi.org/10.1145/3706598.3713720,curated,4.1,2,exemplar_figures/3465/figure_3.png,1356,623,560544
pat-042,Persona Assigned to Agents,U10,Agent Identity & Multi-Party Roles,Fitting into the work,UX,6206,Towards AI as Colleagues: Multi-Agent System Improves Structured Ideation Processes,chi-2026,2026,https://doi.org/10.1145/3772318.3790375,curated,4.45,1,exemplar_figures/6206/figure_1.png,1255,1091,492883
pat-042,Persona Assigned to Agents,U10,Agent Identity & Multi-Party Roles,Fitting into the work,UX,16465,PersonaFlow: Designing LLM-Simulated Expert Perspectives for Enhanced Research Ideation,dis-2025,2025,https://doi.org/10.1145/3715336.3735789,candidate,4.27,2,exemplar_figures/16465/figure_2.png,1122,794,323455
pat-044,Role-Play Scenario,U10,Agent Identity & Multi-Party Roles,Fitting into the work,UX,3944,Generative Role-Play Communication Training in Virtual Reality for Autistic Individuals: A Study on Job Coach Experiences in Vocational Training Programs,chi-2025,2025,https://doi.org/10.1145/3706598.3713507,curated,4.67,1,exemplar_figures/3944/figure_2.png,1402,457,1090209
pat-044,Role-Play Scenario,U10,Agent Identity & Multi-Party Roles,Fitting into the work,UX,4509,"Social Simulation for Everyday Self-Care: Design Insights from Leveraging VR, AR, and LLMs for Practicing Stress Relief",chi-2025,2025,https://doi.org/10.1145/3706598.3713115,candidate,4.53,2,exemplar_figures/4509/figure_1.png,1402,1031,1287635
pat-045,Multiparty Hub and Spoke,U10,Agent Identity & Multi-Party Roles,Fitting into the work,UX,10263,ChoiceMates: Supporting Unfamiliar Online Decision-Making with Multi-Agent Conversational Interactions,iui-2026,2026,https://doi.org/10.1145/3742413.3789107,curated,4.93,1,exemplar_figures/10263/figure_1.png,1332,1056,348089
