schema_version,pattern_id,pattern_slug,pattern_name,short_summary,ui_ux_type,ui_ux_rationale,category_id,category_slug,category_name,category_order,pattern_order,global_order,sub_pattern,definition,structural_signature,n_papers,n_central,n_venue_families,source_catalogue_row,legacy_category_code,legacy_category_name,pre_filter_category_code,pre_filter_category_name,status
1.0.0,pat-021,the-operation-scoped-to-the-region-or-location-the-user-marks,the operation scoped to the region or location the user marks,The user designates a sub-extent of the artifact and the generative operation applies to exactly that extent.,UI,"Uses selections, masks, or spatial marks to delimit generation.",U05,artifact-editing-and-revision,Artifact Editing & Revision,5,4,34,Editing a Generated Draft,"The user designates a sub-extent of the artifact and the generative operation applies to exactly that extent. What lies outside the designation is not rewritten. The mark carries no content of its own: it says where, not what.","The artifact admits addressing of proper sub-extents (a text selection, a painted mask, a stroke set, a pane, a spatial region). A designation act records one such extent as the current scope; the operation's write set is bounded by it and the complement is held fixed; the result is composited back into the original at the marked position. The scope is re-designatable and the operation is otherwise the same regardless of which extent is chosen.",102,58,9,21,P5,Editable Generation Pipeline,C06,Artifact Editing & Revision,active
1.0.0,pat-024,the-model-emits-a-program-or-parameterized-template-rather-than-the-finished-artifact,the model emits a program or parameterized template rather than the finished artifact,"The model's output is not the artifact the user wanted but a generator of it: code, a hierarchical program, or a parameterized template that must be executed or instantiated to yield the artifact.",UI,Makes an editable generator or template the control surface for downstream artifacts.,U05,artifact-editing-and-revision,Artifact Editing & Revision,5,5,35,Persistent Structured Representation,"The model's output is not the artifact the user wanted but a generator of it: code, a hierarchical program, or a parameterized template that must be executed or instantiated to yield the artifact. The user's subsequent edits act on that intermediate producer, and re-running it with different arguments yields a family of artifacts. The finished object is downstream of the model's output, not identical to it.","Pipeline: prompt → program/template → execution → artifact. The program is a first-class, addressable object with named parts (functions, operators, parameters) and it persists after the artifact is rendered, so re-execution under different bindings is available without re-invoking the model. Diagnostic: changing an argument changes the artifact with no new generation call. Transplants to any output medium with an executable description language — layout, geometry, music, documents.",66,56,9,24,P5,Editable Generation Pipeline,C03,Generation & Model Orchestration,active
1.0.0,pat-029,an-existing-artifact-reverse-engineered-into-an-editable-representation,an existing artifact reverse-engineered into an editable representation,"A finished artifact that the system did not produce is decomposed back into an underlying structure — data table, encoding spec, component graph, layered representation — and that recovered structure becomes the object the user manipulates.",UI,"Exposes recovered structure such as components, layers, data, or encoding specifications.",U05,artifact-editing-and-revision,Artifact Editing & Revision,5,6,36,Persistent Structured Representation,"A finished artifact that the system did not produce is decomposed back into an underlying structure — data table, encoding spec, component graph, layered representation — and that recovered structure becomes the object the user manipulates. The original rendered form is treated as output whose source has been lost and must be reconstructed. Editing happens on the recovered structure, not on the surface.","An ingestion step takes a rendered or compiled artifact and emits a structured representation of it (typed nodes, fields, layers, specs); that representation is bound to the editing surface, and changes to it re-render the artifact. The recovery is inverse to the artifact's own production pipeline, and the representation is richer than the surface it was derived from.",23,16,8,29,P5,Editable Generation Pipeline,C06,Artifact Editing & Revision,active
1.0.0,pat-030,two-representations-kept-synchronized-and-editable-from-either-side,two representations kept synchronized and editable from either side,"Two or more views of the same underlying object are shown at once, each of them editable, and an edit in any one propagates to the others.",UI,Provides bidirectional editing across multiple views of the same object.,U05,artifact-editing-and-revision,Artifact Editing & Revision,5,7,37,Persistent Structured Representation,"Two or more views of the same underlying object are shown at once, each of them editable, and an edit in any one propagates to the others. Neither view is subordinate: the user may work in whichever is convenient and the system reconciles them. The conversion runs in both directions rather than compiling one representation into the other.","A shared model backs multiple concurrently displayed representations; each representation has write access to the model; a propagation step updates the sibling representations after any write. The loop is closed — starting in representation A, converting to B, and editing B returns a valid state in A.",20,17,7,30,P5,Editable Generation Pipeline,C06,Artifact Editing & Revision,active
1.0.0,pat-095,manual-authoring-path-retained-beside-the-generated-one,manual authoring path retained beside the generated one,"Alongside the generative route, the interface keeps a route by which the user authors the same material directly: a free-text field, editable nodes, a custom operation, a user-added prompt.",UX,Preserves choice between direct creation and AI assistance throughout the task.,U05,artifact-editing-and-revision,Artifact Editing & Revision,5,8,38,,"Alongside the generative route, the interface keeps a route by which the user authors the same material directly: a free-text field, editable nodes, a custom operation, a user-added prompt. Neither route is a fallback mode; both are available at the same time.","Two input routes converge on the same artifact slot — one generated, one hand-authored — with no mode switch between them, and the artifact can record contributions from both. Removing the generator leaves the interface still operable for that slot; the slot's schema is identical whichever route filled it.",121,33,11,95,P23,Standing Control Path,C06,Artifact Editing & Revision,active
1.0.0,pat-096,fixed-disposition-set-offered-on-every-suggestion,fixed disposition set offered on every suggestion,"Every system-produced item arrives with the same small, closed set of actions attached to it, so the user's response to any suggestion is drawn from a uniform vocabulary.",UI,"Attaches consistent controls such as accept, edit, regenerate, insert, or ignore to each item.",U05,artifact-editing-and-revision,Artifact Editing & Revision,5,9,39,,"Every system-produced item arrives with the same small, closed set of actions attached to it, so the user's response to any suggestion is drawn from a uniform vocabulary. The unit of disposition is the individual item, not the batch. The specific set varies by system — accept/regenerate/edit, replace/abstract, insert/ignore — but its fixity and its per-item attachment are what the pattern names.","Each generated item is rendered with a co-located control group whose members are identical across items and constant across the session; activating a member commits a disposition for that item alone and leaves other items untouched. The set is enumerable and closed, and there is no path for disposing of items that is not in the set.",49,21,8,96,P23,Standing Control Path,C06,Artifact Editing & Revision,active
1.0.0,pat-097,the-run-can-be-suspended-redirected-or-exited-mid-flight,"the run can be suspended, redirected or exited mid-flight","A process that would otherwise run to completion is made interruptible: the user can halt it, change its parameters while it continues, or leave it before it ends.",UX,Gives users ongoing agency over a non-atomic process.,U05,artifact-editing-and-revision,Artifact Editing & Revision,5,10,40,,"A process that would otherwise run to completion is made interruptible: the user can halt it, change its parameters while it continues, or leave it before it ends. The intervention lands during execution, not before it starts or after it returns. The unit of generation or simulation is thereby made non-atomic.","The executing process exposes a control channel that remains live while it runs; commands on that channel (pause, substitute a parameter, resume, abort) take effect on the in-flight run rather than queueing for the next one. The system therefore holds partial state that is valid to inspect and to modify mid-execution.",36,23,8,97,P23,Standing Control Path,C06,Artifact Editing & Revision,active
1.0.0,pat-016,explicit-control-structure-over-dialogue-turns,explicit control structure over dialogue turns,"The sequence of conversational turns is governed by an authored control structure — a finite state machine, a protocol tree, a fixed phase sequence, a structured prompting scheme — rather than by the model's turn-by-turn discretion.",UX,Defines allowable conversational states and transitions.,U06,workflow-history-and-session-structure,"Workflow, History & Session Structure",6,1,41,,"The sequence of conversational turns is governed by an authored control structure — a finite state machine, a protocol tree, a fixed phase sequence, a structured prompting scheme — rather than by the model's turn-by-turn discretion. The structure is a designed object, sometimes authorable by non-programmers.","A graph or ordered stage list exists as an inspectable (often editable) object: nodes carry what the agent says or does, edges carry conditions evaluated on the interlocutor's response. The current node is persistent state, and a transition is computed at every turn, so the reachable next turns are a function of position in the structure.",98,74,9,16,P4,Branching Dialogue,C07,"Workflow, History & Session Structure",active
1.0.0,pat-017,fixed-staged-pipeline-the-user-is-walked-through,fixed staged pipeline the user is walked through,Work advances through an ordered series of stages that is fixed by the designer before the user arrives.,UX,Organizes work as a stable designer-authored sequence.,U06,workflow-history-and-session-structure,"Workflow, History & Session Structure",6,2,42,Step-by-Step Workflow,"Work advances through an ordered series of stages that is fixed by the designer before the user arrives. The interface makes the ordering visible and moves the user along it, one stage at a time. Iteration within a stage or between neighbouring stages may be permitted, but the sequence itself is not authored by the user.","A stage list S1…Sn exists in the system independent of any particular input, and each stage has its own module, section, or screen. The surface encodes the order (sections laid out in workflow order, a guided sequence of overlays, a chain of modules each consuming the previous one's output), and advancement is by completing or passing a stage rather than by free navigation. The number and identity of stages are constant across runs.",347,229,11,17,P5,Editable Generation Pipeline,C07,"Workflow, History & Session Structure",active
1.0.0,pat-023,the-task-decomposed-into-parts-handled-one-at-a-time,the task decomposed into parts handled one at a time,"A goal supplied at runtime is broken into smaller sub-parts, and the parts are produced or handled serially rather than in one shot.",UX,"Turns a runtime goal into inspectable, sequential sub-tasks.",U06,workflow-history-and-session-structure,"Workflow, History & Session Structure",6,3,43,,"A goal supplied at runtime is broken into smaller sub-parts, and the parts are produced or handled serially rather than in one shot. The decomposition is derived from the particular goal, so its shape varies with the input. Each part surfaces as its own step that can be inspected or edited before the next is taken.","An input goal is transformed into an ordered list of sub-parts whose length and identity are computed per input (by the system, the user, or both). Each sub-part is executed or generated separately, in sequence, and appears as a discrete step in the interface; the final artifact is assembled from the parts. The sequence exists only for this goal — a different goal yields a different sequence.",85,64,10,23,P5,Editable Generation Pipeline,C07,"Workflow, History & Session Structure",active
1.0.0,pat-080,revisitable-history-versioning-and-replay,"revisitable history, versioning and replay",Prior states and actions are retained as first-class records rather than discarded when superseded.,UX,"Makes prior states available for restoration, continuation, branching, or playback.",U06,workflow-history-and-session-structure,"Workflow, History & Session Structure",6,4,44,,"Prior states and actions are retained as first-class records rather than discarded when superseded. The interface exposes them as a navigable set the user can return to, resume from, or play back in time order. History is an object in the system, not just a side effect of use.","Every state change appends an addressable record (a version, a modification entry, an accept/reject/edit event, a timestamped frame). The interface renders the record set as a navigable structure — a list, a stream, a timeline — and supports two operations over it: returning to a past state and continuing from there, and traversing the sequence in temporal order. Records survive the session and the same view may serve live and retrospective inspection.",96,36,9,80,P19,Retained Interaction State,C07,"Workflow, History & Session Structure",active
1.0.0,pat-001,linked-views-where-selecting-one-element-highlights-its-counterpart,linked views where selecting one element highlights its counterpart,"Two or more display regions show the same underlying items under different encodings, and a correspondence between them is maintained and made visible.",UI,Coordinates multiple representations through visible correspondence.,U07,explanation-inspection-and-verification,"Explanation, Inspection & Verification",7,1,45,,"Two or more display regions show the same underlying items under different encodings, and a correspondence between them is maintained and made visible. Acting on an element in one region changes the rendering of its counterpart in the others. The correspondence is the interface's claim: nothing shown in one view is orphaned from its counterpart elsewhere.","A set of items has more than one simultaneous rendering, and the system holds an identity mapping between renderings. A selection, brush, or hover event in region A triggers a rendering change (highlight, filter, scroll, annotation) on the mapped elements in region B, with the mapping stable across interactions. As clustered, the category also contains members where the correspondence is a fixed link from an output element to its source span rather than an interactive coordination — see the review flag.",126,64,10,1,P1,Source-Linked Outputs,C08,"Explanation, Inspection & Verification",active
1.0.0,pat-020,inspectable-intermediate-representation-between-input-and-output,inspectable intermediate representation between input and output,The pipeline from input to output passes through a named intermediate artifact that is rendered for the user to read.,UI,Renders an intermediate artifact for reading or editing before final output.,U07,explanation-inspection-and-verification,"Explanation, Inspection & Verification",7,2,46,Editing a Generated Draft,"The pipeline from input to output passes through a named intermediate artifact that is rendered for the user to read. That intermediate — a sentence, a block of code, a set of extracted entities, a prompt — is the object the user inspects and often edits, and the final output is produced from it. The mediation is deliberate: the system refuses to map input straight to output.","Between the user's input and the delivered artifact sits at least one representation that is (a) materialized as a distinct object in the system, (b) displayed in a human-readable form, and (c) actually consumed by the next stage to produce the output. Editing or rejecting the intermediate changes the output; the output cannot be produced without passing through it. Some members of this cluster are load-bearing on inspectability alone (the human reads the intermediate and makes the decision) rather than on editability.",105,82,11,20,P5,Editable Generation Pipeline,C08,"Explanation, Inspection & Verification",active
1.0.0,pat-025,the-models-interpretation-of-the-input-externalized-on-screen,the model's interpretation of the input externalized on screen,"The system displays its own reading of what the user supplied — the construal, the inferred intent, the context it thinks it is in — as a first-class object rather than only acting on it.",UI,Makes inferred intent or context visible and potentially correctable.,U07,explanation-inspection-and-verification,"Explanation, Inspection & Verification",7,3,47,Editing a Generated Draft,"The system displays its own reading of what the user supplied — the construal, the inferred intent, the context it thinks it is in — as a first-class object rather than only acting on it. The user can therefore see where the system's understanding diverges from their own, and in several cases can edit that understanding directly. The displayed object stands between the user's input and whatever the system produces next.","An inference step over the user's input emits a named artifact (graph, keyword overlay, natural-language restatement, schema instance) that is rendered persistently on screen; downstream behaviour is conditioned on that artifact. Where the artifact is editable, edits to it — not to the original input — are the channel by which the user corrects the system.",60,43,9,25,P5,Editable Generation Pipeline,C08,"Explanation, Inspection & Verification",active
1.0.0,pat-028,the-agents-plan-rendered-on-screen-before-execution,the agent's plan rendered on screen before execution,"Before acting, the system displays the sequence of actions it intends to take, and that display persists as the actions are carried out.",UI,"Presents intended actions as a persistent plan, diagram, or step list.",U07,explanation-inspection-and-verification,"Explanation, Inspection & Verification",7,4,48,Editing a Generated Draft,"Before acting, the system displays the sequence of actions it intends to take, and that display persists as the actions are carried out. The plan is a visible object with its own structure — a diagram, a step list, a lookahead lane — and in several systems it is editable, so the user can alter the plan rather than react to its results. Commitment status may be encoded so the user can tell which parts are still revisable.","A planning step emits an ordered structure of forthcoming operations that is rendered before any of them executes; execution then advances through that structure while it remains on screen. Where the structure is editable, edits to unexecuted elements change what will run; visual encoding distinguishes executed, committed, and still-provisional elements.",25,20,8,28,P5,Editable Generation Pipeline,C08,"Explanation, Inspection & Verification",active
1.0.0,pat-031,pre-send-inspection-of-what-is-about-to-leave,pre-send inspection of what is about to leave,"A checkpoint is interposed between composing content and transmitting it, at which the outgoing payload is displayed to the user together with the system's assessment of it.",UX,Inserts a deliberate review and correction checkpoint before transmission.,U07,explanation-inspection-and-verification,"Explanation, Inspection & Verification",7,5,49,Editing a Generated Draft,"A checkpoint is interposed between composing content and transmitting it, at which the outgoing payload is displayed to the user together with the system's assessment of it. The user can edit, redact, or abstract before the content crosses the boundary. The design commitment is that the intervention is visible and happens on the user's side of the transmission.","Transmission is gated by a review state in which the exact payload is rendered, annotated with system-computed marks or scores, and made editable; the send proceeds only from that state, and edits made there change what is transmitted. The processing that produces the annotation runs before the boundary crossing, so the gate is client-side with respect to the recipient.",16,14,4,31,P5,Editable Generation Pipeline,C08,"Explanation, Inspection & Verification",active
1.0.0,pat-036,drill-down-from-aggregate-overview-to-individual-instance,drill-down from aggregate overview to individual instance,"The same collection is presented at more than one level of granularity, from an aggregate summary down to a single item.",UI,Provides navigation across levels of granularity.,U07,explanation-inspection-and-verification,"Explanation, Inspection & Verification",7,6,50,Hierarchical Exploration,"The same collection is presented at more than one level of granularity, from an aggregate summary down to a single item. Interaction at a coarser level selects the population shown at the finer level. The finest level exposes the individual case behind the aggregate.","A hierarchy of at least two views over one collection, ordered by an aggregation relation: the coarse view displays a function of many items, the fine view displays items themselves. A selection in the coarse view is a filter that defines the fine view's contents, and the levels are simultaneously present or one-click reachable. The ordering is asymmetric — the fine level cannot substitute for the coarse one.",123,53,10,36,P7,Coordinated Visual Analytics,C08,"Explanation, Inspection & Verification",active
1.0.0,pat-037,corpus-laid-out-as-a-spatial-map-as-the-browse-surface,corpus laid out as a spatial map as the browse surface,"A large collection of items is projected into a two-dimensional layout, and that layout — not a list, not a feed — is the primary surface the user navigates.",UI,Uses a two-dimensional similarity layout as the primary exploration interface.,U07,explanation-inspection-and-verification,"Explanation, Inspection & Verification",7,7,51,Embedding Projection,"A large collection of items is projected into a two-dimensional layout, and that layout — not a list, not a feed — is the primary surface the user navigates. Position encodes relatedness computed by the system, so proximity is meaningful. Queries and selections act on the map by re-weighting or re-highlighting it rather than by returning a separate result list.","A layout algorithm assigns each item a position in a shared 2-D space from a computed similarity or relation structure; the resulting arrangement is rendered as a pannable/zoomable canvas that is the main navigation control. Interaction operates on positions and neighbourhoods, and any query result is expressed as a change to the map's state rather than as a new view.",59,40,9,37,P7,Coordinated Visual Analytics,C08,"Explanation, Inspection & Verification",active
1.0.0,pat-038,model-internals-rendered-as-an-inspectable-view,model internals rendered as an inspectable view,"Quantities from inside the computation — attention weights, token or answer ranks, per-head importance, the spans the model relied on — are surfaced as a view the user can read and manipulate.",UI,"Visualizes attention, rankings, relied-upon spans, or other computational quantities.",U07,explanation-inspection-and-verification,"Explanation, Inspection & Verification",7,8,52,Analytics Dashboard,"Quantities from inside the computation — attention weights, token or answer ranks, per-head importance, the spans the model relied on — are surfaced as a view the user can read and manipulate. What is displayed is not the output but the machinery that produced it. The view supports operations over those quantities, such as ranking, pruning, or comparing them.","The display is bound to intermediate values captured during inference rather than to the emitted result; those values are aggregated or projected into a view with its own controls (metric selectors, per-unit comparison, ablation toggles). Changing a control re-derives the view from the same captured values without re-running the user's task.",39,30,10,38,P7,Coordinated Visual Analytics,C08,"Explanation, Inspection & Verification",active
1.0.0,pat-051,disclosure-of-how-the-output-was-produced,disclosure of how the output was produced,"Alongside an output, the system displays information about how that output came about: the derivation of a score, a confidence value, an uncertainty estimate, a quality diagnosis, or the agent's own stated reasoning.",UI,"Places provenance, confidence, uncertainty, or reasoning beside an output.",U07,explanation-inspection-and-verification,"Explanation, Inspection & Verification",7,9,53,,"Alongside an output, the system displays information about how that output came about: the derivation of a score, a confidence value, an uncertainty estimate, a quality diagnosis, or the agent's own stated reasoning. The disclosure adds no new task content.","A secondary display element bound one-to-one to a primary output element, carrying process metadata rather than task content. Its content is produced by or read from the producing pipeline, not from the user's material; removing it leaves the output intact and the task still performable.",165,98,9,51,P13,Verification Signals,C08,"Explanation, Inspection & Verification",active
1.0.0,pat-052,a-per-unit-attribute-encoded-by-colour-or-typography-in-the-content-itself,a per-unit attribute encoded by colour or typography in the content itself,"Every unit of displayed content — a word, line, span, or segment — carries a value on some attribute, and that value is rendered by altering the appearance of the unit in place: colour, opacity, weight.",UI,Uses styling to encode values directly on content units.,U07,explanation-inspection-and-verification,"Explanation, Inspection & Verification",7,10,54,,"Every unit of displayed content — a word, line, span, or segment — carries a value on some attribute, and that value is rendered by altering the appearance of the unit in place: colour, opacity, weight. The attribute is read off the content itself rather than from a separate annotation layer or panel.","A one-to-one map from content units to attribute values, rendered as a visual variable of each unit; the content's text, order, and layout are unchanged, so stripping the encoding restores the original artifact exactly. The display allocates no separate region to the attribute, and the number of encoded marks equals the number of content units.",86,28,10,52,P13,Verification Signals,C08,"Explanation, Inspection & Verification",active
1.0.0,pat-053,flagged-spans-highlighted-in-place-with-detail-revealed-on-demand,flagged spans highlighted in place with detail revealed on demand,The system marks particular locations inside the user's content and attaches a deeper layer of material to each mark that is not shown until the user asks for it.,UI,Combines lightweight inline indicators with expandable detail.,U07,explanation-inspection-and-verification,"Explanation, Inspection & Verification",7,11,55,Span-Level Error Localization & Inline Highlight,"The system marks particular locations inside the user's content and attaches a deeper layer of material to each mark that is not shown until the user asks for it. The first layer is a lightweight in-content indicator; the second is an expandable panel, popup, or tab bar holding explanation, alternatives, or scores. Detail is thus staged rather than presented all at once.","Per-unit annotations are rendered inline at their source location; each annotation is an interactive trigger (hover, click, expand) that opens a secondary container holding additional per-unit material. Collapsing the container returns the display to the marked-but-undetailed state, so the content view never carries the full detail at rest.",43,22,8,53,P13,Verification Signals,C08,"Explanation, Inspection & Verification",active
1.0.0,pat-054,the-models-judgment-placed-alongside-the-persons-own,the model's judgment placed alongside the person's own,"The interface puts the system's assessment next to the user's own assessment of the same thing, so the two can be read against each other.",UX,Structures reflection by having users compare committed human and AI assessments.,U07,explanation-inspection-and-verification,"Explanation, Inspection & Verification",7,12,56,,"The interface puts the system's assessment next to the user's own assessment of the same thing, so the two can be read against each other. Typically the user commits to a position first and the model's position is then revealed, with a further step in which the user may revise. The juxtaposition, and the divergence it exposes, is the designed object.","Two verdicts over the same item are held in the interface — one produced by the user, one by the system — and are displayed in the same view or in a fixed temporal order (user commits, system reveals, user re-decides). A revision affordance follows the reveal, and the difference between the two verdicts is itself rendered or computed.",30,26,6,54,P13,Verification Signals,C08,"Explanation, Inspection & Verification",active
1.0.0,pat-055,a-single-aggregate-score-as-the-summary-readout,a single aggregate score as the summary readout,"Many underlying events or measurements are collapsed into one number on a fixed scale, and that number is the interface's headline element.",UI,Compresses underlying evidence into a bounded headline value.,U07,explanation-inspection-and-verification,"Explanation, Inspection & Verification",7,13,57,,"Many underlying events or measurements are collapsed into one number on a fixed scale, and that number is the interface's headline element. The score stands in for the history that produced it; the individual contributions are not the readout. Its bounded range gives the user a position rather than a raw quantity.","An accumulator over a stream of events is displayed as one scalar on a declared bounded interval, occupying a persistent, prominent slot in the layout. Structurally: many-to-one reduction, fixed range, single display element, updated as events arrive. No per-event breakdown is required for the pattern to hold, and the reduction function is the system's, not the user's. Transplants to any domain that scores a stream — a credit-style rating, a code-health number, a fitness ring.",17,6,2,55,P13,Verification Signals,C08,"Explanation, Inspection & Verification",active
1.0.0,pat-042,persona-or-stance-assigned-to-the-agent,persona or stance assigned to the agent,"A character specification — a name, personality, social role, or narrative voice — is attached to the generative agent and held constant across its turns.",UX,"Establishes a persistent social role, voice, or perspective for the AI.",U08,agent-identity-and-multi-party-roles,Agent Identity & Multi-Party Roles,8,1,58,Role-Playing Agent,"A character specification — a name, personality, social role, or narrative voice — is attached to the generative agent and held constant across its turns. It is treated as a design element that can be set, swapped, or compared, independent of the task the agent performs.","A persistent specification slot, separate from turn-level content, is applied to every generated turn. Changing only that slot changes the voice and role of all subsequent output while task, inputs, and every other interface element stay fixed; the slot is a controlled variable of the system, not a property of any one response.",256,181,10,42,P10,Personified Agents,C10,Agent Identity & Multi-Party Roles,active
1.0.0,pat-044,a-generated-scenario-the-user-enters-as-a-participant,a generated scenario the user enters as a participant,The system generates a bounded scenario and places the user inside it as a participant rather than as an operator addressing a tool.,UX,Frames interaction as role-play inside a bounded situation rather than tool operation.,U08,agent-identity-and-multi-party-roles,Agent Identity & Multi-Party Roles,8,2,59,Role-Playing Agent,"The system generates a bounded scenario and places the user inside it as a participant rather than as an operator addressing a tool. The user acts in role, and the model plays the other parties or the environment; the run can be repeated. What the user produces during the run is behaviour in the scenario, not a request to the model.","Control flow: a setup step fixes the scenario's parameters (topic, role, self-representation), after which the interface switches into an in-scenario mode where the user's turns are read as actions of a participant and the model's turns are read as the world's response. The scenario has an entry and an exit, and re-entry restarts it rather than continuing it. The signature is the *frame switch* — user input stops being instructions to a system and becomes conduct inside a generated world. Transplants to sales rehearsal, incident drills, or a generated market a strategy is tested against.",85,66,9,44,P10,Personified Agents,C10,Agent Identity & Multi-Party Roles,active
1.0.0,pat-045,several-co-present-participants-around-one-system,several co-present participants around one system,"More than one party is present at the same system instance at the same time — two humans, a dyad, a group, or humans plus a population of agents — and the design allocates distinct roles among them.",UX,"Organizes a shared experience for multiple humans, agents, or mixed groups.",U08,agent-identity-and-multi-party-roles,Agent Identity & Multi-Party Roles,8,3,60,,"More than one party is present at the same system instance at the same time — two humans, a dyad, a group, or humans plus a population of agents — and the design allocates distinct roles among them. The system is addressed to the configuration rather than to a single user.","At least two simultaneous role slots on one system instance, each with its own input rights, and system behavior that depends on which role acted. Removing one participant leaves the interaction structurally incomplete — a role goes unfilled — rather than merely reducing the number of users.",164,119,10,45,P11,Role-Based Collaboration,C10,Agent Identity & Multi-Party Roles,active
1.0.0,pat-047,role-asymmetric-surfaces-over-one-system,role-asymmetric surfaces over one system,"One system presents deliberately different surfaces to different classes of participant, so what each party can see and do depends on their role.",UI,"Gives participant classes different views, information, controls, or communication channels over shared state.",U08,agent-identity-and-multi-party-roles,Agent Identity & Multi-Party Roles,8,4,61,,"One system presents deliberately different surfaces to different classes of participant, so what each party can see and do depends on their role. The asymmetry is designed rather than incidental: some information is withheld from one side, or an extra channel exists for the other. The parties nonetheless act on a shared underlying state.",A single backend serves two or more role-specific front-ends or channels whose contents differ by construction; a role assignment determines which view a session receives; at least one channel is private to one role. State written by any role is visible to the others only through their own role's view.,88,55,9,47,P11,Role-Based Collaboration,C10,Agent Identity & Multi-Party Roles,active
1.0.0,pat-048,the-model-fills-all-but-one-role-of-a-multi-party-procedure,the model fills all but one role of a multi-party procedure,"A procedure defined over two or more roles is run by one person alone, with the model filling every role but theirs.",UX,Converts a coordinated group activity into a single-user experience supported by AI roles.,U08,agent-identity-and-multi-party-roles,Agent Identity & Multi-Party Roles,8,5,62,AI-Mediated Collaboration,"A procedure defined over two or more roles is run by one person alone, with the model filling every role but theirs. The scheduling and co-presence requirements disappear; the activity becomes asynchronous and single-user. The interaction retains the shape of the multi-party original.","The system takes a procedure defined over n≥2 human participants and reassigns all roles but one to the model, leaving a single-user loop that runs at the remaining participant's own pace. Structurally: role count unchanged, human count reduced to one, synchronization constraint removed. Observable in the paper as a mapping from the multi-party procedure's roles onto the agent's behaviours. Transplants to pair programming, moderated review, negotiation practice, peer critique.",88,63,10,48,P11,Role-Based Collaboration,C10,Agent Identity & Multi-Party Roles,active
1.0.0,pat-084,the-systems-participants-presented-as-one-kind-of-entity-while-composed-of-another,the system's participants presented as one kind of entity while composed of another,"The system presents itself to its users as one kind of thing while operating as another, and the discrepancy is a designed property rather than an omission.",UX,"Designs the experience around perceived identity, concealment, and eventual reveal.",U08,agent-identity-and-multi-party-roles,Agent Identity & Multi-Party Roles,8,6,63,,"The system presents itself to its users as one kind of thing while operating as another, and the discrepancy is a designed property rather than an omission. The concealment is held for a defined period, and the moment of revealing is itself scheduled into the control flow. Users' interpretations before and after the reveal are both part of the design.","Two descriptions of the system co-exist: the description presented in the interface, and the actual composition of the entities behind it. Only the first is available to users while the system runs. The signature is the mismatch between the two, and it is independent of what is being concealed. Transplants to any system with participants whose nature can be misdescribed — a marketplace, a review site, a game lobby.",3,2,2,84,P20,Concealed System Basis,C10,Agent Identity & Multi-Party Roles,active
1.0.0,pat-094,the-artifact-under-construction-embodied-as-the-interlocutor,the artifact under construction embodied as the interlocutor,"The object the user is authoring is instantiated as a conversational agent, and the user develops it by talking to it in character rather than by editing a representation of it.",UX,Collapses editing and testing into conversation with the artifact itself.,U08,agent-identity-and-multi-party-roles,Agent Identity & Multi-Party Roles,8,7,64,,"The object the user is authoring is instantiated as a conversational agent, and the user develops it by talking to it in character rather than by editing a representation of it. Answers the agent gives become part of the object's specification. Editing and testing collapse into the same act.","The work object's current specification is bound to an agent's conditioning; the user's only interaction surface with that object is dialogue with the agent so conditioned; the agent's replies are treated as further content of the object, feeding back into the specification. Structurally: the artifact's state and the interlocutor's state are the same state, and there is no separate editable rendering of the object. Transplants wherever an artifact can be voiced — a product spec interviewed as a ""customer"", a policy queried as itself.",7,3,4,94,P22,Substituted Control Vocabulary,C10,Agent Identity & Multi-Party Roles,active
1.0.0,pat-026,successive-workflow-stages-sharing-state-in-a-single-environment,successive workflow stages sharing state in a single environment,"Task stages that were previously carried out in distinct tools, windows, or databases are placed inside one environment where they share state.",UI,Consolidates previously separate tools or windows into one state-sharing workspace.,U09,workspace-layout-and-tool-integration,Workspace Layout & Tool Integration,9,1,65,Step-by-Step Workflow,"Task stages that were previously carried out in distinct tools, windows, or databases are placed inside one environment where they share state. The consolidation itself, rather than any individual stage, is what the design claims.","One application shell containing two or more stages of a workflow whose state is shared, such that the output of one stage is directly addressable in another with no export/import step. Only half of this is observable in the artifact — several stage regions plus shared state; the ""previously separate"" half is a claim about prior tooling, and cannot be read off the interface.",56,30,9,26,P5,Editable Generation Pipeline,C11,Workspace Layout & Tool Integration,active
1.0.0,pat-057,open-dialogue-running-alongside-the-artifact-being-viewed,open dialogue running alongside the artifact being viewed,"A free-form conversational channel is live at the same time as a non-conversational artifact the user is attending to, and the turns are about that artifact.",UI,Keeps an artifact and a conversation about it simultaneously available.,U09,workspace-layout-and-tool-integration,Workspace Layout & Tool Integration,9,2,66,Chat-Based Interaction,"A free-form conversational channel is live at the same time as a non-conversational artifact the user is attending to, and the turns are about that artifact. The artifact persists on display; the dialogue neither replaces it nor is required to advance it.","Two concurrently live regions (possibly on two devices): one holds a persistent artifact that is not consumed by the exchange, the other accepts an unbounded number of user-authored natural-language turns scoped to that artifact. Removing the dialogue channel leaves the artifact usable; removing the artifact leaves the dialogue without a referent.",122,67,10,57,P14,Interactive Summaries,C11,Workspace Layout & Tool Integration,active
